team_name,common_name,season,country,matches_played,matches_played_home,matches_played_away,suspended_matches,wins,wins_home,wins_away,draws,draws_home,draws_away,losses,losses_home,losses_away,points_per_game,points_per_game_home,points_per_game_away,league_position,league_position_home,league_position_away,performance_rank,goals_scored,goals_conceded,goal_difference,total_goal_count,total_goal_count_home,total_goal_count_away,goals_scored_home,goals_scored_away,goals_conceded_home,goals_conceded_away,goal_difference_home,goal_difference_away,minutes_per_goal_scored,minutes_per_goal_scored_home,minutes_per_goal_scored_away,minutes_per_goal_conceded,minutes_per_goal_conceded_home,minutes_per_goal_conceded_away,clean_sheets,clean_sheets_home,clean_sheets_away,btts_count,btts_count_home,btts_count_away,fts_count,fts_count_home,fts_count_away,first_team_to_score_count,first_team_to_score_count_home,first_team_to_score_count_away,corners_total,corners_total_home,corners_total_away,cards_total,cards_total_home,cards_total_away,average_possession,average_possession_home,average_possession_away,shots,shots_home,shots_away,shots_on_target,shots_on_target_home,shots_on_target_away,shots_off_target,shots_off_target_home,shots_off_target_away,fouls,fouls_home,fouls_away,goals_scored_half_time,goals_scored_half_time_home,goals_scored_half_time_away,goals_conceded_half_time,goals_conceded_half_time_home,goals_conceded_half_time_away,goal_difference_half_time,goal_difference_half_time_home,goal_difference_half_time_away,leading_at_half_time,leading_at_half_time_home,leading_at_half_time_away,draw_at_half_time,draw_at_half_time_home,draw_at_half_time_away,losing_at_half_time,losing_at_half_time_home,losing_at_half_time_away,points_per_game_half_time,points_per_game_half_time_home,points_per_game_half_time_away,average_total_goals_per_match,average_total_goals_per_match_home,average_total_goals_per_match_away,goals_scored_per_match,goals_scored_per_match_home,goals_scored_per_match_away,goals_conceded_per_match,goals_conceded_per_match_home,goals_conceded_per_match_away,total_goals_per_match_half_time,total_goals_per_match_half_time_home,total_goals_per_match_half_time_away,goals_scored_per_match_half_time,goals_scored_per_match_half_time_home,goals_scored_per_match_half_time_away,goals_conceded_per_match_half_time,goals_conceded_per_match_half_time_home,goals_conceded_per_match_half_time_away,over05_count,over15_count,over25_count,over35_count,over45_count,over55_count,over05_count_home,over15_count_home,over25_count_home,over35_count_home,over45_count_home,over55_count_home,over05_count_away,over15_count_away,over25_count_away,over35_count_away,over45_count_away,over55_count_away,under05_count,under15_count,under25_count,under35_count,under45_count,under55_count,under05_count_home,under15_count_home,under25_count_home,under35_count_home,under45_count_home,under55_count_home,under05_count_away,under15_count_away,under25_count_away,under35_count_away,under45_count_away,under55_count_away,over05_percentage,over15_percentage,over25_percentage,over35_percentage,over45_percentage,over55_percentage,over05_percentage_home,over15_percentage_home,over25_percentage_home,over35_percentage_home,over45_percentage_home,over55_percentage_home,over05_percentage_away,over15_percentage_away,over25_percentage_away,over35_percentage_away,over45_percentage_away,over55_percentage_away,under05_percentage,under15_percentage,under25_percentage,under35_percentage,under45_percentage,under55_percentage,under05_percentage_home,under15_percentage_home,under25_percentage_home,under35_percentage_home,under45_percentage_home,under55_percentage_home,under05_percentage_away,under15_percentage_away,under25_percentage_away,under35_percentage_away,under45_percentage_away,under55_percentage_away,over05_count_half_time,over15_count_half_time,over25_count_half_time,over05_count_half_time_home,over15_count_half_time_home,over25_count_half_time_home,over05_count_half_time_away,over15_count_half_time_away,over25_count_half_time_away,over05_half_time_percentage,over15_half_time_percentage,over25_half_time_percentage,over05_half_time_percentage_home,over15_half_time_percentage_home,over25_half_time_percentage_home,over05_half_time_percentage_away,over15_half_time_percentage_away,over25_half_time_percentage_away,win_percentage,win_percentage_home,win_percentage_away,home_advantage_percentage,clean_sheet_percentage,clean_sheet_percentage_home,clean_sheet_percentage_away,btts_percentage,btts_percentage_home,btts_percentage_away,fts_percentage,fts_percentage_home,fts_percentage_away,first_team_to_score_percentage,first_team_to_score_percentage_home,first_team_to_score_percentage_away,clean_sheet_half_time,clean_sheet_half_time_home,clean_sheet_half_time_away,clean_sheet_half_time_percentage,clean_sheet_half_time_percentage_home,clean_sheet_half_time_percentage_away,fts_half_time,fts_half_time_home,fts_half_time_away,fts_half_time_percentage,fts_half_time_percentage_home,fts_half_time_percentage_away,btts_half_time,btts_half_time_home,btts_half_time_away,btts_half_time_percentage,btts_half_time_percentage_home,btts_half_time_percentage_away,leading_at_half_time_percentage,leading_at_half_time_percentage_home,leading_at_half_time_percentage_away,draw_at_half_time_percentage,draw_at_half_time_percentage_home,draw_at_half_time_percentage_away,losing_at_half_time_percentage,losing_at_half_time_percentage_home,losing_at_half_time_percentage_away,corners_per_match,corners_per_match_home,corners_per_match_away,cards_per_match,cards_per_match_home,cards_per_match_away,over65_corners_percentage,over75_corners_percentage,over85_corners_percentage,over95_corners_percentage,over105_corners_percentage,over115_corners_percentage,over125_corners_percentage,over135_corners_percentage,xg_for_avg_overall,xg_for_avg_home,xg_for_avg_away,xg_against_avg_overall,xg_against_avg_home,xg_against_avg_away,prediction_risk,goals_scored_min_0_to_10,goals_scored_min_11_to_20,goals_scored_min_21_to_30,goals_scored_min_31_to_40,goals_scored_min_41_to_50,goals_scored_min_51_to_60,goals_scored_min_61_to_70,goals_scored_min_71_to_80,goals_scored_min_81_to_90,goals_conceded_min_0_to_10,goals_conceded_min_11_to_20,goals_conceded_min_21_to_30,goals_conceded_min_31_to_40,goals_conceded_min_41_to_50,goals_conceded_min_51_to_60,goals_conceded_min_61_to_70,goals_conceded_min_71_to_80,goals_conceded_min_81_to_90,draw_percentage_overall,draw_percentage_home,draw_percentage_away,loss_percentage_ovearll,loss_percentage_home,loss_percentage_away,over145_corners_percentage
Jeju United FC,Jeju United,2014,South Korea,38,19,19,0,14,9,5,12,4,8,12,6,6,1.42,1.63,1.21,4,5,4,5,39,37,2,76,41,35,24,15,17,20,7,-5,87,71,114,93,101,86,13,9,4,16,6,10,13,6,7,16,10,6,38,8,30,50,24,26,47,47,47,91,34,57,43,17,26,48,17,31,125,38,87,17,9,8,15,6,9,2,3,-1,11,5,6,17,10,7,10,4,6,1.32,1.32,1.32,2,2.16,1.84,1.03,1.26,0.79,0.97,0.89,1.05,0.84,0.79,0.89,0.45,0.47,0.42,0.39,0.32,0.47,34,24,11,2,2,1,17,11,6,2,2,1,17,13,5,0,0,0,4,14,27,36,36,37,2,8,13,17,17,18,2,6,14,19,19,19,89,63,29,5,5,3,89,58,32,11,11,5,89,68,26,0,0,0,11,37,71,95,95,97,11,42,68,89,89,95,11,32,74,100,100,100,21,6,3,9,2,2,12,4,1,55,16,8,47,11,11,63,21,5,37,47,26,15,34,47,21,42,32,53,34,32,37,42,53,32,26,14,12,68,74,63,26,13,13,68,68,68,3,2,1,8,11,5,29,26,32,45,53,37,26,21,32,4.22,2.67,5.00,1.47,1.41,1.53,78,67,56,44,44,33,33,22,0.00,0.00,0.00,0.00,0.00,0.00,39,0,6,4,4,4,2,4,5,10,5,4,3,2,4,0,9,5,5,32,21,42,32,32,32,11
FC Seoul,FC Seoul,2014,South Korea,38,19,19,0,15,6,9,13,7,6,10,6,4,1.53,1.32,1.74,3,9,2,3,42,28,14,70,34,36,20,22,14,14,6,8,81,86,78,122,122,122,14,6,8,16,7,9,14,9,5,14,6,8,36,18,18,42,15,27,51,55,47,119,54,65,61,27,34,58,27,31,140,61,79,12,9,3,8,3,5,4,6,-2,5,4,1,28,13,15,5,2,3,1.13,1.32,0.95,1.84,1.79,1.89,1.11,1.05,1.16,0.74,0.74,0.74,0.53,0.63,0.42,0.32,0.47,0.16,0.21,0.16,0.26,32,20,12,4,1,1,16,9,4,3,1,1,16,11,8,1,0,0,6,18,26,34,37,37,3,10,15,16,18,18,3,8,11,18,19,19,84,53,32,11,3,3,84,47,21,16,5,5,84,58,42,5,0,0,16,47,68,89,97,97,16,53,79,84,95,95,16,42,58,95,100,100,12,6,2,7,4,1,5,2,1,32,16,5,37,21,5,26,11,5,39,32,47,0,37,32,42,42,37,47,37,47,26,37,32,42,31,16,15,82,84,79,30,14,16,79,74,84,3,1,2,8,5,11,13,21,5,74,68,79,13,11,16,3.27,3.60,3.00,1.14,0.83,1.42,64,45,18,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,53,0,0,4,3,6,4,6,5,14,3,2,2,1,1,9,2,3,5,34,37,32,26,32,21,0
Pohang Steelers FC,Pohang Steelers,2014,South Korea,38,19,19,0,16,10,6,10,5,5,12,4,8,1.53,1.84,1.21,5,3,5,4,50,39,11,89,46,43,31,19,15,24,16,-5,68,55,90,87,114,71,17,9,8,16,7,9,11,5,6,17,11,6,56,28,28,73,29,44,53,56,50,104,51,53,48,23,25,56,28,28,215,89,126,14,8,6,13,6,7,1,2,-1,7,5,2,24,10,14,7,4,3,1.18,1.32,1.05,2.34,2.42,2.26,1.32,1.63,1,1.03,0.79,1.26,0.71,0.74,0.68,0.37,0.42,0.32,0.34,0.32,0.37,32,25,20,9,2,1,17,13,10,4,1,1,15,12,10,5,1,0,6,13,18,29,36,37,2,6,9,15,18,18,4,7,9,14,18,19,84,66,53,24,5,3,89,68,53,21,5,5,79,63,53,26,5,0,16,34,47,76,95,97,11,32,47,79,95,95,21,37,47,74,95,100,19,7,1,10,3,1,9,4,0,50,18,3,53,16,5,47,21,0,42,53,32,23,45,47,42,42,37,47,29,26,32,45,58,32,25,13,12,66,68,63,26,13,13,68,68,68,6,2,4,16,11,21,18,26,11,63,53,74,18,21,16,4.31,4.67,4.00,1.92,1.53,2.32,62,54,31,23,15,15,8,0,0.00,0.00,0.00,0.00,0.00,0.00,47,3,2,5,3,3,6,10,8,10,4,1,3,2,3,1,6,5,14,26,26,26,32,21,42,0
Ulsan Hyundai Horang-i,Ulsan,2014,South Korea,38,18,20,0,13,8,5,11,4,7,14,6,8,1.32,1.56,1.1,6,6,6,7,44,43,1,87,43,44,24,20,19,24,5,-4,78,68,90,80,85,75,10,6,4,16,7,9,14,6,8,16,10,6,63,31,32,68,29,39,50,53,48,143,77,66,77,43,34,66,34,32,200,73,127,13,11,2,16,6,10,-3,5,-8,7,6,1,22,9,13,9,3,6,1.13,1.5,0.8,2.29,2.39,2.2,1.16,1.33,1,1.13,1.06,1.2,0.76,0.94,0.6,0.34,0.61,0.1,0.42,0.33,0.5,36,25,16,6,2,1,17,14,11,1,0,0,19,11,5,5,2,1,2,13,22,32,36,37,1,4,7,17,18,18,1,9,15,15,18,19,95,66,42,16,5,3,94,78,61,6,0,0,95,55,25,25,10,5,5,34,58,84,95,97,6,22,39,94,100,100,5,45,75,75,90,95,20,9,0,12,5,0,8,4,0,53,24,0,67,28,0,40,20,0,34,44,25,11,26,33,20,42,39,45,37,33,40,42,56,30,25,12,13,66,67,65,27,9,18,71,50,90,4,3,1,11,17,5,18,33,5,58,50,65,24,17,30,4.50,5.17,4.00,1.84,1.71,1.95,71,71,43,28,14,14,7,7,0.00,0.00,0.00,0.00,0.00,0.00,61,3,3,3,3,1,10,9,3,9,2,1,8,3,5,8,4,6,6,29,22,35,37,33,40,0
Jeonbuk Hyundai Motors FC,Jeonbuk Motors,2014,South Korea,38,19,19,0,24,13,11,9,4,5,5,2,3,2.13,2.26,2,1,1,1,1,61,22,39,83,44,39,33,28,11,11,22,17,56,52,61,155,155,155,23,12,11,13,7,6,5,1,4,29,15,14,57,22,35,57,26,31,53,55,52,228,110,118,110,48,62,118,62,56,322,165,157,27,14,13,6,4,2,21,10,11,17,8,9,20,10,10,1,1,0,1.87,1.79,1.95,2.18,2.32,2.05,1.61,1.74,1.47,0.58,0.58,0.58,0.87,0.95,0.79,0.71,0.74,0.68,0.16,0.21,0.11,35,25,12,6,4,1,18,12,6,4,3,1,17,13,6,2,1,0,3,13,26,32,34,37,1,7,13,15,16,18,2,6,13,17,18,19,92,66,32,16,11,3,95,63,32,21,16,5,89,68,32,11,5,0,8,34,68,84,89,97,5,37,68,79,84,95,11,32,68,89,95,100,22,10,1,11,6,1,11,4,0,58,26,3,58,32,5,58,21,0,63,68,58,0,61,63,58,34,37,32,13,5,21,76,79,74,32,15,17,84,79,89,17,9,8,45,47,42,5,3,2,13,16,11,45,42,47,53,53,53,3,5,0,2.85,2.44,3.18,1.5,1.37,1.63,45,35,10,5,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,47,4,6,6,10,5,1,10,9,10,0,0,2,2,5,2,4,2,5,24,21,26,13,11,16,0
Jeonnam Dragons FC,Jeonnam Dragons,2014,South Korea,38,20,18,0,14,9,5,9,6,3,15,5,10,1.34,1.65,1,3,4,7,6,48,53,-5,101,55,46,31,17,24,29,7,-12,71,58,96,65,75,56,8,4,4,22,14,8,11,4,7,15,10,5,58,40,18,55,27,28,48,49,46,126,81,45,61,43,18,65,38,27,171,117,54,22,16,6,24,10,14,-2,6,-8,11,9,2,16,7,9,11,4,7,1.29,1.7,0.83,2.66,2.75,2.56,1.26,1.55,0.94,1.39,1.2,1.61,1.21,1.3,1.11,0.58,0.8,0.33,0.63,0.5,0.78,35,26,19,11,4,3,18,16,12,6,1,1,17,10,7,5,3,2,3,12,19,27,34,35,2,4,8,14,19,19,1,8,11,13,15,16,92,68,50,29,11,8,90,80,60,30,5,5,94,56,39,28,17,11,8,32,50,71,89,92,10,20,40,70,95,95,6,44,61,72,83,89,24,11,8,14,6,5,10,5,3,63,29,21,70,30,25,56,28,17,37,45,28,19,21,20,22,58,70,44,29,20,39,39,50,28,19,10,9,50,50,50,23,10,13,61,50,72,10,6,4,26,30,22,29,45,11,42,35,50,29,20,39,4.83,5.00,4.50,1.53,1.35,1.75,100,83,50,50,42,17,17,8,0.00,0.00,0.00,0.00,0.00,0.00,66,4,5,5,6,2,5,7,5,9,5,7,4,4,8,6,6,6,7,24,30,17,39,25,56,8
Sangju Sangmu Phoenix FC,Sangju Sangmu,2014,South Korea,38,19,19,0,7,5,2,13,7,6,18,7,11,0.89,1.16,0.63,5,12,11,12,39,62,-23,101,44,57,21,18,23,39,-2,-21,87,81,95,55,74,44,6,4,2,23,12,11,12,4,8,13,8,5,25,13,12,82,37,45,50,54,48,60,23,37,31,9,22,29,14,15,88,18,70,12,5,7,27,11,16,-15,-6,-9,4,2,2,20,11,9,14,6,8,0.84,0.89,0.79,2.66,2.32,3,1.03,1.11,0.95,1.63,1.21,2.05,1.03,0.84,1.21,0.32,0.26,0.37,0.71,0.58,0.84,35,29,18,10,5,3,18,14,7,4,1,0,17,15,11,6,4,3,3,9,20,28,33,35,1,5,12,15,18,19,2,4,8,13,15,16,92,76,47,26,13,8,95,74,37,21,5,0,89,79,58,32,21,16,8,24,53,74,87,92,5,26,63,79,95,100,11,21,42,68,79,84,21,11,5,10,4,1,11,7,4,55,29,13,53,21,5,58,37,21,18,26,11,17,16,21,11,61,63,58,32,21,42,34,42,26,20,11,9,53,58,47,27,14,13,71,74,68,8,3,5,21,16,26,11,11,11,53,58,47,37,32,42,4.17,6.50,3.00,2.22,1.95,2.50,83,67,67,67,67,33,33,33,0.00,0.00,0.00,0.00,0.00,0.00,79,2,2,3,3,5,8,2,5,9,4,6,6,6,5,3,12,6,14,34,37,32,47,37,58,17
Incheon United FC,Incheon United,2014,South Korea,38,19,19,0,8,6,2,16,8,8,14,5,9,1.05,1.37,0.74,6,7,10,10,33,46,-13,79,34,45,18,15,16,30,2,-15,103,95,114,74,107,57,13,9,4,15,6,9,17,8,9,13,10,3,58,37,21,58,28,30,48,50,46,118,74,44,46,27,19,72,47,25,178,108,70,8,6,2,21,6,15,-13,0,-13,5,3,2,21,13,8,12,3,9,0.95,1.16,0.74,2.08,1.79,2.37,0.87,0.95,0.79,1.21,0.84,1.58,0.76,0.63,0.89,0.21,0.32,0.11,0.55,0.32,0.79,31,24,13,6,3,2,15,11,5,1,1,1,16,13,8,5,2,1,7,14,25,32,35,36,4,8,14,18,18,18,3,6,11,14,17,18,82,63,34,16,8,5,79,58,26,5,5,5,84,68,42,26,11,5,18,37,66,84,92,95,21,42,74,95,95,95,16,32,58,74,89,95,19,8,2,8,4,0,11,4,2,50,21,5,42,21,0,58,21,11,21,32,11,20,34,47,21,39,32,47,45,42,47,34,53,16,24,14,10,63,74,53,31,14,17,82,74,89,2,2,0,5,11,0,13,16,11,55,68,42,32,16,47,4.83,5.29,4.20,1.57,1.47,1.67,83,83,50,50,50,42,25,8,0.00,0.00,0.00,0.00,0.00,0.00,50,4,0,2,2,2,3,6,6,8,2,5,4,6,7,7,2,6,7,42,42,42,37,26,47,8
Suwon Samsung Bluewings FC,Suwon Bluewings,2014,South Korea,38,19,19,0,19,10,9,10,6,4,9,3,6,1.76,1.89,1.63,2,2,3,2,52,37,15,89,46,43,28,24,18,19,10,5,66,61,71,93,95,90,15,6,9,18,11,7,7,3,4,24,14,10,56,29,27,45,20,25,50,47,52,150,66,84,74,31,43,76,35,41,221,101,120,18,12,6,8,3,5,10,9,1,11,6,5,23,12,11,4,1,3,1.47,1.58,1.37,2.34,2.42,2.26,1.37,1.47,1.26,0.97,0.95,1,0.68,0.79,0.58,0.47,0.63,0.32,0.21,0.16,0.26,36,24,16,9,4,0,18,12,8,5,3,0,18,12,8,4,1,0,2,14,22,29,34,38,1,7,11,14,16,19,1,7,11,15,18,19,95,63,42,24,11,0,95,63,42,26,16,0,95,63,42,21,5,0,5,37,58,76,89,100,5,37,58,74,84,100,5,37,58,79,95,100,18,7,1,9,5,1,9,2,0,47,18,3,47,26,5,47,11,0,50,53,47,5,39,32,47,47,58,37,18,16,21,63,74,53,31,16,15,82,84,79,24,11,13,63,58,68,3,2,1,8,11,5,29,32,26,61,63,58,11,5,16,3.50,3.63,3.38,1.29,1.11,1.47,56,38,19,13,6,6,6,0,0.00,0.00,0.00,0.00,0.00,0.00,55,3,3,6,2,6,5,7,8,12,0,1,3,2,3,6,7,5,10,26,32,21,24,16,32,0
Seongnam FC,Seongnam,2014,South Korea,38,19,19,0,9,6,3,13,6,7,16,7,9,1.05,1.26,0.84,2,11,9,9,32,39,-7,71,41,30,20,12,21,18,-1,-6,107,86,143,87,81,95,11,8,3,15,8,7,15,6,9,17,10,7,42,35,7,60,32,28,51,50,54,81,69,12,41,36,5,40,33,7,84,72,12,11,6,5,11,7,4,0,-1,1,8,4,4,22,10,12,8,5,3,1.21,1.16,1.26,1.87,2.16,1.58,0.84,1.05,0.63,1.03,1.11,0.95,0.58,0.68,0.47,0.29,0.32,0.26,0.29,0.37,0.21,35,20,7,4,2,2,16,11,6,3,2,2,19,9,1,1,0,0,3,18,31,34,36,36,3,8,13,16,17,17,0,10,18,18,19,19,92,53,18,11,5,5,84,58,32,16,11,11,100,47,5,5,0,0,8,47,82,89,95,95,16,42,68,84,89,89,0,53,95,95,100,100,17,4,1,9,3,1,8,1,0,45,11,3,47,16,5,42,5,0,24,32,16,9,29,42,16,39,42,37,39,32,47,45,53,37,29,14,15,76,74,79,28,14,14,74,74,74,2,1,1,5,5,5,21,21,21,58,53,63,21,26,16,5.25,5.83,3.50,1.71,1.78,1.65,63,50,38,38,38,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,34,1,3,2,3,5,9,3,2,4,3,2,2,3,2,4,7,4,12,34,32,37,42,37,47,0
